訂單號,訂單序號,品號,品名,規格,訂單數量,單價,訂單金額,匯率,結案碼,客戶代號,客戶簡稱,型態別,通路別
201711002  ,0002,99999,NRE for test stand,,1.0,5000.0,33143.0,30.1,Y,F0001,AMAT,202,102
201712001  ,0001,116000008,End Block,FI020S001,2.0,337500.0,740000.0,1.0,Y,O0158,力寶來,203,107
201712001  ,0002,99999,協助調整End block膜厚均勻性降為1%,,1.0,65000.0,740000.0,1.0,Y,O0158,力寶來,203,107
201712002  ,0001,111000031,Drive unit / NAR3000,102306326_000_01(AXS0040WNR00001),4.0,20851.0,266680.0,29.94,Y,F0001,AMAT,202,102
201712002  ,0002,111000032,Drive unit / NAR3000,102312776_000_01(AXS0040CNR00001),4.0,19700.0,266680.0,29.94,Y,F0001,AMAT,202,102
201712002  ,0003,111000033,Drive unit / NAR3000,102318213_000_00,4.0,26119.0,266680.0,29.94,Y,F0001,AMAT,202,102
201801001  ,0002,114000060,PCW25 LM-HV 100k-DT,102337512,1.0,11572.0,60484.0,29.91,Y,F0001,AMAT,202,102
201801001  ,0003,114000061,PCW25 LM-PV Pivot 100K-DT,102337522,1.0,10219.0,60484.0,29.91,Y,F0001,AMAT,202,102
201801001  ,0004,114000062,PCW25 FE Pivot 100K-DT,102337523,1.0,10219.0,60484.0,29.91,Y,F0001,AMAT,202,102
201801001  ,0005,114000063,PCW25 PM-C TMP Pivot 100K-DT,102337524,2.0,14237.0,60484.0,29.91,Y,F0001,AMAT,202,102
201801002  ,0001,114000069,"PCW50 PM-CS 16cat (Bipolar), Pivot 100K-DT",102337517,2.0,42965.0,87130.0,29.45,Y,F0001,AMAT,202,102
201801002  ,0002,99999,FAI Cost for 102337517,,1.0,1200.0,87130.0,29.45,Y,F0001,AMAT,202,102
201801003  ,0001,114000066,Slit valve 100K,,1.0,0.0,0.0,29.485,y,F0001,AMAT,202,102
201801003  ,0002,114000067,Slit valve test stand,,1.0,0.0,0.0,29.485,y,F0001,AMAT,202,102
201802001  ,0001,114000001,馬達組,102143107_000_11,6.0,3220.0,22100.0,29.485,Y,F0002,AMAT,202,102
201802001  ,0002,132000157,軸封新品,AXS0040CNR00001(102308121_000_00),1.0,2780.0,22100.0,29.485,Y,F0002,AMAT,202,102
201802002  ,0001,114000001,馬達組,102143107_000_11,1.0,3220.0,3220.0,29.485,Y,F0002,AMAT,202,102
201802003  ,0001,114000001,馬達組,102143107_000_11,1.0,3220.0,3220.0,29.485,Y,F0002,AMAT,202,102
201802004  ,0001,111000031,Drive unit / NAR3000,102306326_000_01(AXS0040WNR00001),4.0,0.0,0.0,29.245,y,F0001,AMAT,202,102
201802004  ,0002,111000032,Drive unit / NAR3000,102312776_000_01(AXS0040CNR00001),4.0,0.0,0.0,29.245,y,F0001,AMAT,202,102
201802004  ,0003,111000033,Drive unit / NAR3000,102318213_000_00,4.0,0.0,0.0,29.245,y,F0001,AMAT,202,102
201802004  ,0004,111000034,Drive unit / NAR3000,102317398_000_00,4.0,0.0,0.0,29.245,y,F0001,AMAT,202,102
201803001  ,0001,116000013,CATHODE DRIVE,(based on Gen11 target size),2.0,293040.0,1911923.0,1.0,Y,F0001,AMAT,202,102
201803001  ,0002,116000013,CATHODE DRIVE,(based on Gen11 target size),3.0,293040.0,1911923.0,1.0,Y,F0001,AMAT,202,102
201803001  ,0003,124000023,CDU測試機,,1.0,446723.0,1911923.0,1.0,Y,F0001,AMAT,202,102
201803002  ,0001,111000037,Drive unit / NAR3000,102342574_000_00,2.0,24036.0,48672.0,29.245,Y,F0001,AMAT,202,102
201803002  ,0002,111000046,NAR 102342574,FAI cost,1.0,600.0,48672.0,29.245,Y,F0001,AMAT,202,102
201803003  ,0001,114000001,馬達組,102143107_000_11,12.0,3220.0,38640.0,29.135,Y,F0002,AMAT,202,102
201804001  ,0001,111000015,NAR,102274351_000_02,1.0,1084.0,2251.0,29.11,Y,F0001,AMAT,202,102
201804001  ,0002,111000014,NAR,102274314_000_02,1.0,1167.0,2251.0,29.11,Y,F0001,AMAT,202,102
201804002  ,0001,114200001,SLIT VALVE 100K加熱測試系統模組,0042-74592,1.0,7435.0,8164.0,29.09,Y,F0001,AMAT,202,102
201804002  ,0002,520010001,CVD用加熱器電控箱修改,W1000*H400*D500,1.0,729.0,8164.0,29.09,Y,F0001,AMAT,202,102
201804003  ,0001,111000039,Drive unit / NAR3000,102353372_000_00,4.0,18944.0,355812.0,29.24,Y,F0001,AMAT,202,102
201804003  ,0002,111000038,Drive unit / NAR3000,102353369_000_00,4.0,20841.0,355812.0,29.24,Y,F0001,AMAT,202,102
201804003  ,0003,111000041,Drive unit / NAR3000,102353376_000_00,4.0,25799.0,355812.0,29.24,Y,F0001,AMAT,202,102
201804003  ,0004,111000040,Drive unit / NAR3000,102353374_000_00,4.0,15993.0,355812.0,29.24,Y,F0001,AMAT,202,102
201804003  ,0005,111000047,NAR 102353372_000_00,FAI cost,1.0,600.0,355812.0,29.24,Y,F0001,AMAT,202,102
201804003  ,0006,111000048,NAR 102353369_000_00,FAI cost,1.0,600.0,355812.0,29.24,Y,F0001,AMAT,202,102
201804003  ,0007,111000049,NAR 102353376_000_00,FAI cost,1.0,600.0,355812.0,29.24,Y,F0001,AMAT,202,102
201804003  ,0008,111000050,NAR 102353374_000_00,FAI cost,1.0,600.0,355812.0,29.24,Y,F0001,AMAT,202,102
201804003  ,0009,114000089,滾輪,(SKD11 Coating)102353180_000_00(3402),88.0,308.0,355812.0,29.24,Y,F0001,AMAT,202,102
201804004  ,0001,211000080,張力輪組,張力輪組(短)/102317407,2.0,499.8,2450.0,29.24,Y,F0002,AMAT,202,102
201804004  ,0002,211000079,張力輪組,張力輪組(長)/102317438,2.0,725.2,2450.0,29.24,Y,F0002,AMAT,202,102
201805001  ,0001,114100001,PCW50 PM-CS 6cat PiVot 5500SPX,102353298,1.0,30162.0,33462.0,29.6,Y,F0001,AMAT,202,102
201805001  ,0002,114100025,PCW 102353298,NRE cost,1.0,2400.0,33462.0,29.6,Y,F0001,AMAT,202,102
201805001  ,0003,114100026,PCW 102353298,FAI cost,1.0,900.0,33462.0,29.6,Y,F0001,AMAT,202,102
201805002  ,0001,114000066,Slit valve 100K,,1.0,810343.0,1766666.0,1.0,Y,O0209,千附中科,,
201805002  ,0002,114000067,Slit valve test stand,,1.0,956323.0,1766666.0,1.0,Y,O0209,千附中科,,
201805003  ,0001,114000038,滾輪,(1.4108) /102318582(3402),26.0,350.0,18200.0,29.655,Y,F0001,AMAT,202,102
201805003  ,0002,114000038,滾輪,(1.4108) /102318582(3402),26.0,350.0,18200.0,29.655,Y,F0001,AMAT,202,102
201805004  ,0001,111000010,Drive unit / NAR1800,102236673_000_05,2.0,12341.0,149664.0,29.655,Y,F0001,AMAT,202,102
201805004  ,0002,111000005,Drive unit / NAR2200,102143138_000_07,2.0,10444.0,149664.0,29.655,Y,F0001,AMAT,202,102
201805004  ,0003,111000005,Drive unit / NAR2200,102143138_000_07,2.0,10444.0,149664.0,29.655,Y,F0001,AMAT,202,102
201805004  ,0004,111000009,Drive unit / NAR2200,102157149_000_06,2.0,10209.0,149664.0,29.655,Y,F0001,AMAT,202,102
201805004  ,0005,111000019,Drive unit / NAR1400L&1800,102235327_000_03,1.0,16088.0,149664.0,29.655,Y,F0001,AMAT,202,102
201805004  ,0006,111000020,Drive unit / NAR1400L&1800,102235541_000_03,1.0,16088.0,149664.0,29.655,Y,F0001,AMAT,202,102
201805004  ,0007,111000007,Drive unit / NAR2200,102143469_000_07,2.0,7653.0,149664.0,29.655,Y,F0001,AMAT,202,102
201805004  ,0008,111000007,Drive unit / NAR2200,102143469_000_07,2.0,7653.0,149664.0,29.655,Y,F0001,AMAT,202,102
201806001  ,0001,114100002,"PCW50 PM-CS 12cat 3anode, Pivot 55/60KV-DT S1",102359506,3.0,25553.0,177718.0,29.895,Y,F0001,AMAT,202,102
201806001  ,0002,114100003,"PCW25 PM-CS Cryo comp, Pivot 55/60KV-DT",102359509,3.0,6233.0,177718.0,29.895,Y,F0001,AMAT,202,102
201806001  ,0003,114100004,"PCW25 PM-C wo TMP, Pivot 55/60KV-DT",102359512,3.0,7035.0,177718.0,29.895,Y,F0001,AMAT,202,102
201806001  ,0004,114100010,PCW-distributor LM-HV 55/60KV DT Polycold,102359515,1.0,8125.0,177718.0,29.895,Y,F0001,AMAT,202,102
201806001  ,0005,114100002,"PCW50 PM-CS 12cat 3anode, Pivot 55/60KV-DT S1",102359506,1.0,25553.0,177718.0,29.895,Y,F0001,AMAT,202,102
201806001  ,0006,114100006,"PCW25 PM-C TMP, Pivot 55/60KV-DT",102359510,1.0,9026.0,177718.0,29.895,Y,F0001,AMAT,202,102
201806001  ,0007,114100005,"PCW25 LM-HV, Pivot 55/60KV-DT",102359513,1.0,6951.0,177718.0,29.895,Y,F0001,AMAT,202,102
201806001  ,0008,114100013,PCW 55K/60K,NRE cost,1.0,8000.0,177718.0,29.895,Y,F0001,AMAT,202,102
201806001  ,0009,114100014,PCW 102359506,FAI cost,1.0,600.0,177718.0,29.895,Y,F0001,AMAT,202,102
201806001  ,0010,114100015,PCW 102359510,FAI cost,1.0,600.0,177718.0,29.895,Y,F0001,AMAT,202,102
201806001  ,0011,114100016,PCW 102359513,FAI cost,1.0,600.0,177718.0,29.895,Y,F0001,AMAT,202,102
201806001  ,0012,114100017,PCW 102359515,FAI cost,1.0,600.0,177718.0,29.895,Y,F0001,AMAT,202,102
201806001  ,0013,114100018,PCW 102359512,FAI cost,1.0,600.0,177718.0,29.895,Y,F0001,AMAT,202,102
201806001  ,0014,114100019,PCW 102359509,FAI cost,1.0,600.0,177718.0,29.895,Y,F0001,AMAT,202,102
201806002  ,0001,114100007,PCW50 PM-CS 8cat 25KV DT-Bipolar+Polyc,102320397,2.0,24714.0,81405.0,29.895,Y,F0001,AMAT,202,102
201806002  ,0002,114100009,PCW-distributor PM-C TMP 55/60KV DT,102320399,2.0,9026.0,81405.0,29.895,Y,F0001,AMAT,202,102
201806002  ,0003,114100008,PCW-distributor LM-HV PiVot25KV DT,102320398,1.0,8125.0,81405.0,29.895,Y,F0001,AMAT,202,102
201806002  ,0004,114100020,PCW 25K,NRE cost,1.0,4000.0,81405.0,29.895,Y,F0001,AMAT,202,102
201806002  ,0005,114100021,PCW 102320397,FAI cost,1.0,600.0,81405.0,29.895,Y,F0001,AMAT,202,102
201806002  ,0006,114100022,PCW 102320399,FAI cost,1.0,600.0,81405.0,29.895,Y,F0001,AMAT,202,102
201806002  ,0007,114100023,PCW 102320398,FAI cost,1.0,600.0,81405.0,29.895,Y,F0001,AMAT,202,102
201806003  ,0001,111000014,NAR,102274314_000_02,1.0,1130.0,2180.0,29.755,Y,F0001,AMAT,202,102
201806003  ,0002,111000015,NAR,102274351_000_02,1.0,1050.0,2180.0,29.755,Y,F0001,AMAT,202,102
201806004  ,0001,111000014,NAR,102274314_000_02,1.0,1130.0,2180.0,29.935,Y,F0001,AMAT,202,102
201806004  ,0002,111000015,NAR,102274351_000_02,1.0,1050.0,2180.0,29.935,Y,F0001,AMAT,202,102
201807001  ,0001,114000049,伺服馬達組,Sevo Motor/102316968,1.0,3455.0,3455.0,30.335,Y,F0002,AMAT,202,102
201807002  ,0001,114000093,Belt Pulley,102307268_000_00,4.0,860.0,3440.0,30.335,Y,F0002,AMAT,202,102
201807003  ,0001,114000092,UF-Flange cpl.,102307569_000_00,4.0,750.0,3000.0,30.335,Y,F0002,AMAT,202,102
201807004  ,0001,111000010,Drive unit / NAR1800,102236673_000_05,2.0,12341.0,149664.0,30.335,Y,F0001,AMAT,202,102
201807004  ,0002,111000005,Drive unit / NAR2200,102143138_000_07,2.0,10444.0,149664.0,30.335,Y,F0001,AMAT,202,102
201807004  ,0003,111000005,Drive unit / NAR2200,102143138_000_07,2.0,10444.0,149664.0,30.335,Y,F0001,AMAT,202,102
201807004  ,0004,111000009,Drive unit / NAR2200,102157149_000_06,2.0,10209.0,149664.0,30.335,Y,F0001,AMAT,202,102
201807004  ,0005,111000019,Drive unit / NAR1400L&1800,102235327_000_03,1.0,16088.0,149664.0,30.335,Y,F0001,AMAT,202,102
201807004  ,0006,111000020,Drive unit / NAR1400L&1800,102235541_000_03,1.0,16088.0,149664.0,30.335,Y,F0001,AMAT,202,102
201807004  ,0007,111000007,Drive unit / NAR2200,102143469_000_07,2.0,7653.0,149664.0,30.335,Y,F0001,AMAT,202,102
201807004  ,0008,111000007,Drive unit / NAR2200,102143469_000_07,2.0,7653.0,149664.0,30.335,Y,F0001,AMAT,202,102
201807005  ,0001,111000014,NAR,102274314_000_02,1.0,1130.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807005  ,0002,111000015,NAR,102274351_000_02,1.0,1050.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807005  ,0003,114000038,滾輪,(1.4108) /102318582(3402),26.0,350.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807005  ,0004,114100002,"PCW50 PM-CS 12cat 3anode, Pivot 55/60KV-DT S1",102359506,3.0,25553.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807005  ,0005,114100003,"PCW25 PM-CS Cryo comp, Pivot 55/60KV-DT",102359509,3.0,6233.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807005  ,0006,114100004,"PCW25 PM-C wo TMP, Pivot 55/60KV-DT",102359512,3.0,7035.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807005  ,0007,114100010,PCW-distributor LM-HV 55/60KV DT Polycold,102359515,1.0,8125.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807006  ,0001,111000014,NAR,102274314_000_02,1.0,1130.0,135868.0,30.61,Y,F0001,AMAT,202,102
201807006  ,0002,111000015,NAR,102274351_000_02,1.0,1050.0,135868.0,30.61,Y,F0001,AMAT,202,102
201807006  ,0003,114000038,滾輪,(1.4108) /102318582(3402),26.0,350.0,135868.0,30.61,Y,F0001,AMAT,202,102
201807006  ,0004,114100002,"PCW50 PM-CS 12cat 3anode, Pivot 55/60KV-DT S1",102359506,3.0,25553.0,135868.0,30.61,Y,F0001,AMAT,202,102
201807006  ,0005,114100003,"PCW25 PM-CS Cryo comp, Pivot 55/60KV-DT",102359509,3.0,6233.0,135868.0,30.61,Y,F0001,AMAT,202,102
201807006  ,0006,114100004,"PCW25 PM-C wo TMP, Pivot 55/60KV-DT",102359512,3.0,7035.0,135868.0,30.61,Y,F0001,AMAT,202,102
201807006  ,0007,114100010,PCW-distributor LM-HV 55/60KV DT Polycold,102359515,1.0,8125.0,135868.0,30.61,Y,F0001,AMAT,202,102
201807007  ,0001,111000014,NAR,102274314_000_02,1.0,1130.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807007  ,0002,111000015,NAR,102274351_000_02,1.0,1050.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807007  ,0003,114000038,滾輪,(1.4108) /102318582(3402),26.0,350.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807007  ,0004,114100002,"PCW50 PM-CS 12cat 3anode, Pivot 55/60KV-DT S1",102359506,3.0,25553.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807007  ,0005,114100003,"PCW25 PM-CS Cryo comp, Pivot 55/60KV-DT",102359509,3.0,6233.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807007  ,0006,114100004,"PCW25 PM-C wo TMP, Pivot 55/60KV-DT",102359512,3.0,7035.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807007  ,0007,114100010,PCW-distributor LM-HV 55/60KV DT Polycold,102359515,1.0,8125.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807008  ,0001,111000014,NAR,102274314_000_02,1.0,1130.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807008  ,0002,111000015,NAR,102274351_000_02,1.0,1050.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807008  ,0003,114000038,滾輪,(1.4108) /102318582(3402),26.0,350.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807008  ,0004,114100002,"PCW50 PM-CS 12cat 3anode, Pivot 55/60KV-DT S1",102359506,3.0,25553.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807008  ,0005,114100003,"PCW25 PM-CS Cryo comp, Pivot 55/60KV-DT",102359509,3.0,6233.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807008  ,0006,114100004,"PCW25 PM-C wo TMP, Pivot 55/60KV-DT",102359512,3.0,7035.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807008  ,0007,114100010,PCW-distributor LM-HV 55/60KV DT Polycold,102359515,1.0,8125.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807009  ,0001,111000014,NAR,102274314_000_02,1.0,1130.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807009  ,0002,111000015,NAR,102274351_000_02,1.0,1050.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807009  ,0003,114000038,滾輪,(1.4108) /102318582(3402),26.0,350.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807009  ,0004,114100002,"PCW50 PM-CS 12cat 3anode, Pivot 55/60KV-DT S1",102359506,3.0,25553.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807009  ,0005,114100003,"PCW25 PM-CS Cryo comp, Pivot 55/60KV-DT",102359509,3.0,6233.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807009  ,0006,114100004,"PCW25 PM-C wo TMP, Pivot 55/60KV-DT",102359512,3.0,7035.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807009  ,0007,114100010,PCW-distributor LM-HV 55/60KV DT Polycold,102359515,1.0,8125.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807010  ,0001,111000014,NAR,102274314_000_02,1.0,1130.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807010  ,0002,111000015,NAR,102274351_000_02,1.0,1050.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807010  ,0003,114000038,滾輪,(1.4108) /102318582(3402),26.0,350.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807010  ,0004,114100002,"PCW50 PM-CS 12cat 3anode, Pivot 55/60KV-DT S1",102359506,3.0,25553.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807010  ,0005,114100003,"PCW25 PM-CS Cryo comp, Pivot 55/60KV-DT",102359509,3.0,6233.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807010  ,0006,114100004,"PCW25 PM-C wo TMP, Pivot 55/60KV-DT",102359512,3.0,7035.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807010  ,0007,114100010,PCW-distributor LM-HV 55/60KV DT Polycold,102359515,1.0,8125.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807011  ,0001,111000014,NAR,102274314_000_02,1.0,1130.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807011  ,0002,111000015,NAR,102274351_000_02,1.0,1050.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807011  ,0003,114000038,滾輪,(1.4108) /102318582(3402),26.0,350.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807011  ,0004,114100002,"PCW50 PM-CS 12cat 3anode, Pivot 55/60KV-DT S1",102359506,3.0,25553.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807011  ,0005,114100003,"PCW25 PM-CS Cryo comp, Pivot 55/60KV-DT",102359509,3.0,6233.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807011  ,0006,114100004,"PCW25 PM-C wo TMP, Pivot 55/60KV-DT",102359512,3.0,7035.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807011  ,0007,114100010,PCW-distributor LM-HV 55/60KV DT Polycold,102359515,1.0,8125.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807012  ,0001,111000014,NAR,102274314_000_02,1.0,1130.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807012  ,0002,111000015,NAR,102274351_000_02,1.0,1050.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807012  ,0003,114000038,滾輪,(1.4108) /102318582(3402),26.0,350.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807012  ,0004,114100002,"PCW50 PM-CS 12cat 3anode, Pivot 55/60KV-DT S1",102359506,3.0,25553.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807012  ,0005,114100003,"PCW25 PM-CS Cryo comp, Pivot 55/60KV-DT",102359509,3.0,6233.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807012  ,0006,114100004,"PCW25 PM-C wo TMP, Pivot 55/60KV-DT",102359512,3.0,7035.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807012  ,0007,114100010,PCW-distributor LM-HV 55/60KV DT Polycold,102359515,1.0,8125.0,135868.0,30.5,Y,F0001,AMAT,202,102
201807013  ,0001,111000014,NAR,102274314_000_02,1.0,1130.0,158430.0,30.5,Y,F0001,AMAT,202,102
201807013  ,0002,111000014,NAR,102274314_000_02,1.0,1130.0,158430.0,30.5,Y,F0001,AMAT,202,102
201807013  ,0003,111000014,NAR,102274314_000_02,1.0,1130.0,158430.0,30.5,Y,F0001,AMAT,202,102
201807013  ,0004,111000015,NAR,102274351_000_02,1.0,1050.0,158430.0,30.5,Y,F0001,AMAT,202,102
201807013  ,0005,111000015,NAR,102274351_000_02,1.0,1050.0,158430.0,30.5,Y,F0001,AMAT,202,102
201807013  ,0006,111000015,NAR,102274351_000_02,1.0,1050.0,158430.0,30.5,Y,F0001,AMAT,202,102
201807013  ,0007,114000038,滾輪,(1.4108) /102318582(3402),26.0,350.0,158430.0,30.5,Y,F0001,AMAT,202,102
201807013  ,0008,114000038,滾輪,(1.4108) /102318582(3402),52.0,350.0,158430.0,30.5,Y,F0001,AMAT,202,102
201807013  ,0009,114100002,"PCW50 PM-CS 12cat 3anode, Pivot 55/60KV-DT S1",102359506,1.0,25553.0,158430.0,30.5,Y,F0001,AMAT,202,102
201807013  ,0010,114100002,"PCW50 PM-CS 12cat 3anode, Pivot 55/60KV-DT S1",102359506,1.0,25553.0,158430.0,30.5,Y,F0001,AMAT,202,102
201807013  ,0011,114100002,"PCW50 PM-CS 12cat 3anode, Pivot 55/60KV-DT S1",102359506,1.0,25553.0,158430.0,30.5,Y,F0001,AMAT,202,102
201807013  ,0012,114100006,"PCW25 PM-C TMP, Pivot 55/60KV-DT",102359510,1.0,9026.0,158430.0,30.5,Y,F0001,AMAT,202,102
201807013  ,0013,114100006,"PCW25 PM-C TMP, Pivot 55/60KV-DT",102359510,1.0,9026.0,158430.0,30.5,Y,F0001,AMAT,202,102
201807013  ,0014,114100006,"PCW25 PM-C TMP, Pivot 55/60KV-DT",102359510,1.0,9026.0,158430.0,30.5,Y,F0001,AMAT,202,102
201807013  ,0015,114100005,"PCW25 LM-HV, Pivot 55/60KV-DT",102359513,1.0,6951.0,158430.0,30.5,Y,F0001,AMAT,202,102
201807013  ,0016,114100005,"PCW25 LM-HV, Pivot 55/60KV-DT",102359513,1.0,6951.0,158430.0,30.5,Y,F0001,AMAT,202,102
201807013  ,0017,114100005,"PCW25 LM-HV, Pivot 55/60KV-DT",102359513,1.0,6951.0,158430.0,30.5,Y,F0001,AMAT,202,102
201807014  ,0001,114000111,視窗組 DN100,Observation window cpl. DN100/102354374_000_00,1.0,1186.0,1186.0,30.5,Y,F0001,AMAT,202,102
201807015  ,0001,214000002,軸封組,軸封+零件/102106580_000_07,2.0,1416.1,2832.2,30.5,Y,F0002,AMAT,202,102
201808001  ,0001,114100024,PCW_SMC PiVot 5500SPX,102366660,1.0,5305.0,6205.0,30.57,Y,F0001,AMAT,202,102
201808001  ,0002,8100025,PCW 102366660-NRE cost,,1.0,300.0,6205.0,30.57,Y,F0001,AMAT,202,102
201808001  ,0003,8100026,PCW 102366660-FAI cost,,1.0,600.0,6205.0,30.57,Y,F0001,AMAT,202,102
201808002  ,0001,114100024,PCW_SMC PiVot 5500SPX,102366660,1.0,5305.0,6205.0,30.57,N,F0001,AMAT,202,102
201808002  ,0002,8100025,PCW 102366660-NRE cost,,1.0,300.0,6205.0,30.57,N,F0001,AMAT,202,102
201808002  ,0003,8100026,PCW 102366660-FAI cost,,1.0,600.0,6205.0,30.57,N,F0001,AMAT,202,102
201808003  ,0001,114100028,Water manifold ROT G6Hi cpl,102361867_000_00,2.0,19000.0,38600.0,30.8,Y,F0116,AMAT OLED,202,102
201808003  ,0004,8100032,Water manifold 102361867_000_00,FAI cost,1.0,600.0,38600.0,30.8,Y,F0116,AMAT OLED,202,102
201808004  ,0002,114100037,Water manifold BFR G6Hi cpl,102362144_000_00,1.0,17800.0,17800.0,30.8,Y,F0116,AMAT OLED,202,102
201808004  ,0003,8100033,Water manifold FAI cost,102362144_000_00,0.0,600.0,17800.0,30.8,y,F0116,AMAT OLED,202,102
201808005  ,0001,6100035-A-C01,軸封基本維修,AXS0030W/AL1240,1.0,14000.0,14000.0,1.0,N,F0010,INX-C5,201,102
201808006  ,0001,114100038,Water manifold MAG-S G6Hi cpl,102362159_000_00,1.0,17800.0,17800.0,30.8,Y,F0116,AMAT OLED,202,102
201808006  ,0002,8100034,Water manifold FAI cost,102362159_000_00,0.0,600.0,17800.0,30.8,y,F0116,AMAT OLED,202,102
201808007  ,0001,114100033,Water manifold SCC G6Hi cpl,102361942_000_00,1.0,18200.0,18200.0,30.8,Y,F0116,AMAT OLED,202,102
201808007  ,0002,8100035,Water manifold FAI cost,102361942_000_00,0.0,600.0,18200.0,30.8,y,F0116,AMAT OLED,202,102
201809001  ,0001,114000001,馬達組,102143107_000_11,4.0,3155.6,12622.4,30.725,Y,F0002,AMAT,202,102
201809002  ,0001,114000061,PCW25 LM-PV Pivot 100K-DT,102337522_05_20180403,1.0,10219.0,48912.0,30.725,Y,F0001,AMAT,202,102
201809002  ,0002,114000062,PCW25 FE Pivot 100K-DT,102337523_05_20180403,1.0,10219.0,48912.0,30.725,Y,F0001,AMAT,202,102
201809002  ,0003,114000063,PCW25 PM-C TMP Pivot 100K-DT,102337524_05_20180403,1.0,14237.0,48912.0,30.725,Y,F0001,AMAT,202,102
201809002  ,0004,114000063,PCW25 PM-C TMP Pivot 100K-DT,102337524_05_20180403,1.0,14237.0,48912.0,30.725,Y,F0001,AMAT,202,102
201809003  ,0001,114100039,PCW25 LM-HV TMP Pivot 100K-DT HT,102369486_00_20180801,1.0,18274.0,112488.0,30.725,Y,F0001,AMAT,202,102
201809003  ,0002,114100036,PCW50 PM-CS 16cat (Bipolar)  Pivot 100K-2 Polycold,102369488_00_20180801,2.0,45507.0,112488.0,30.725,Y,F0001,AMAT,202,102
201809003  ,0003,850001,PCW 102369488-FAI cost,,1.0,600.0,112488.0,30.725,Y,F0001,AMAT,202,102
201809003  ,0004,850002,PCW 102369486-FAI cost,,1.0,600.0,112488.0,30.725,Y,F0001,AMAT,202,102
201809003  ,0005,850003,PCW 102369488-NRE cost,,1.0,1000.0,112488.0,30.725,Y,F0001,AMAT,202,102
201809003  ,0006,850004,PCW 102369486-NRE cost,,1.0,1000.0,112488.0,30.725,Y,F0001,AMAT,202,102
201809004  ,0001,114000001,馬達組,102143107_000_11,1.0,96877.0,96877.0,1.0,Y,F0015,AGS-台灣,202,102
201809005  ,0001,114000049,伺服馬達組,Sevo Motor/102316968,1.0,3455.0,3455.0,30.745,Y,F0002,AMAT,202,102
201809006  ,0001,111000034,Drive unit / NAR3000,102317398_000_02,2.0,16525.0,299730.0,30.69,Y,F0001,AMAT,202,102
201809006  ,0002,111000031,Drive unit / NAR3000,102306326_000_03(AXS0040WNR00001),2.0,20851.0,299730.0,30.69,Y,F0001,AMAT,202,102
201809006  ,0003,111000031,Drive unit / NAR3000,102306326_000_03(AXS0040WNR00001),2.0,20851.0,299730.0,30.69,Y,F0001,AMAT,202,102
201809006  ,0004,111000033,Drive unit / NAR3000,102318213_000_02,2.0,26119.0,299730.0,30.69,Y,F0001,AMAT,202,102
