order quantity,price per unit,Log (price per unit),Total_in_NTD,item_name,規格,Customer,By_way,Types,Deal
1.0,72000.0,11.184421397998193,350000.0,軸封新品,AFM0075CNR10,工研院南院,OTHERS,國內終端,1.0
2.0,18400.0,9.820105943597078,350000.0,軸封新品,AFM0020CNR10,工研院南院,OTHERS,國內終端,1.0
4.0,27800.0,10.232791299678729,350000.0,軸封新品,AFM0025CNR00001,工研院南院,OTHERS,國內終端,1.0
2.0,21000.0,9.95227771670556,350000.0,軸封新品,ANS0012CNR10,工研院南院,OTHERS,國內終端,1.0
4.0,22000.0,9.998797732340453,350000.0,軸封新品,AFS0010CNR00005,工研院南院,OTHERS,國內終端,1.0
1.0,8600.0,9.0595174822416,8600.0,軸封新品(日揚),AGS0008CNR00002,日揚,SEMI,國內代理商,1.0
20.0,20932.7104,9.94906830538362,418648.06,軸封新品,BCM2000CNR00002,KJLC,OTHERS,國外代理商,1.0
1.0,49500.0,10.809727948556782,99000.0,軸封新品,BXS0625ANH00003,UMC 8C,SEMI,國內終端,1.0
1.0,49500.0,10.809727948556782,99000.0,軸封新品,BXS0625ANH00004,UMC 8C,SEMI,國內終端,1.0
1.0,8000.0,8.987196820661973,8000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
1.0,35000.0,10.46310334047155,35000.0,軸封新品,AFM0025WNH00001,承鋐儀器,OTHERS,國內設備商,1.0
2.0,86751.0,11.370797225120187,250002.0,軸封新品,AXS0040WNR00003(102316976_000_00),AMAT,DISPLAY,國內設備商,1.0
2.0,15606.0,9.655410734676707,250002.0,張力輪組,張力輪組(短)/102317407,AMAT,DISPLAY,國內設備商,1.0
2.0,22644.0,10.02765019515655,250002.0,張力輪組,張力輪組(長)/102317438,AMAT,DISPLAY,國內設備商,1.0
3.0,19800.0,9.893437216682626,59400.0,軸封新品,ABS0010CNR00003,聚昌,LED,國內設備商,1.0
1.0,38000.0,10.545341438708522,38000.0,軸封新品,AFX0030CNR00001,日揚,SEMI,國內代理商,1.0
1.0,19000.0,9.852194258148577,19000.0,軸封新品,ACH0020CNR00001,亮傑,SEMI,國內設備商,1.0
2.0,10000.0,9.210340371976184,20000.0,軸封新品,AFS0020CNR00003,日揚,SEMI,國內代理商,1.0
2.0,93389.625,11.444535536676492,537880.875,軸封新品,AXS0040WNR00001(102308070_000_00),AMAT,DISPLAY,國內設備商,1.0
4.0,86110.5,11.36338663419989,537880.875,軸封新品,AXS0040CNR00001(102308121_000_00),AMAT,DISPLAY,國內設備商,1.0
2.0,1084.125,6.9885284890046195,537880.875,齒型皮帶 Optibelt,OMEGA 1870 5M 15/102310166,AMAT,DISPLAY,國內設備商,1.0
3.0,1022.1750000000001,6.929687988981686,537880.875,齒型皮帶 Optibelt,OMEGA 1500 5M HP 15/102317453,AMAT,DISPLAY,國內設備商,1.0
2.0,712.4250000000001,6.568674643444356,537880.875,齒型皮帶 Optibelt,OMEGA  740 5M HP 15/102317452,AMAT,DISPLAY,國內設備商,1.0
2.0,57923.25,10.966874137363838,115846.5,軸封組,軸封+零件/102104669_000_09,AMAT,DISPLAY,國內設備商,1.0
2.0,44758.875,10.70904502806174,89517.75,軸封組,軸封+零件/102106580_000_07,AMAT,DISPLAY,國內設備商,1.0
1.0,26328.75,10.178416776999569,26328.75,軸封新品,BXS0187CNR00001,D&E,OTHERS,國外代理商,1.0
1.0,88000.0,11.385092093460344,176000.0,軸封新品,BXX1000CMN00001,北緯,SEMI,國內設備商,1.0
1.0,88000.0,11.385092093460344,176000.0,軸封新品,BXX1000CMN00001,北緯,SEMI,國內設備商,1.0
1.0,57923.25,10.966874137363838,57923.25,軸封組,軸封+零件/102104669_000_09,AMAT,DISPLAY,國內設備商,1.0
2.0,8000.0,8.987196820661973,16000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
1.0,12685.48,9.448213311285935,12685.48,軸封新品,BXS0375CNR00001,KJLC,OTHERS,國外代理商,1.0
1.0,32000.0,10.373491181781864,32000.0,軸封新品,XBS0010CNR00003,聚昌,LED,國內設備商,1.0
1.0,66000.0,11.097410021008562,66000.0,軸封組,軸封+零件/102238311_000_03,AGS-台灣,DISPLAY,國內設備商,1.0
2.0,270000.0,12.506177237980511,540000.0,軸封新品,BXX4167CNR00001,漢辰,SEMI,國內設備商,1.0
1.0,25000.0,10.126631103850338,25000.0,軸封新品,AGS0006CNR00003,日揚,SEMI,國內代理商,1.0
1.0,43826.85,10.688001922247022,43826.85,軸封組,軸封+零件/102106580_000_07,AMAT,DISPLAY,國內設備商,1.0
1.0,66000.0,11.097410021008562,66000.0,軸封組,軸封+零件/102238311_000_03,AGS-台灣,DISPLAY,國內設備商,1.0
1.0,25000.0,10.126631103850338,25000.0,軸封新品,BGS0250CNR00009,清大,OTHERS,國內終端,1.0
1.0,270000.0,12.506177237980511,270000.0,軸封新品,BXX4167CNR00001,漢辰,SEMI,國內設備商,1.0
1.0,60000.0,11.002099841204238,60000.0,軸封新品,AXS0020WBR00001,力鼎精密,SEMI,國內設備商,1.0
1.0,56717.1,10.945831031549123,56717.1,軸封組/102104669_000_09,軸封+零件,AMAT,DISPLAY,國內設備商,1.0
1.0,66000.0,11.097410021008562,66000.0,軸封組,軸封+零件/102238311_000_03,AGS-台灣,DISPLAY,國內設備商,1.0
1.0,60000.0,11.002099841204238,60000.0,軸封新品,AXS0020WBR00001,力鼎精密,SEMI,國內設備商,1.0
1.0,8000.0,8.987196820661973,8000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
1.0,56717.1,10.945831031549123,56717.1,軸封組,軸封+零件/102104669_000_09,AMAT,DISPLAY,國內設備商,1.0
2.0,56268.3,10.937886600490586,112536.6,軸封組,軸封+零件/102104669_000_09,AMAT,DISPLAY,國內設備商,1.0
2.0,50000.0,10.819778284410283,100000.0,軸封新品,XXS0020WMR00001,新唐,SEMI,國內終端,1.0
1.0,8000.0,8.987196820661973,8000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
1.0,32000.0,10.373491181781864,32000.0,軸封新品,XBS0010CNR00003,聚昌,LED,國內設備商,1.0
1.0,32000.0,10.373491181781864,32000.0,軸封新品,XBS0010CNR00003,聚昌,LED,國內設備商,1.0
5.0,270000.0,12.506177237980511,1350000.0,軸封新品,BXX4167CNR00001,漢辰,SEMI,國內設備商,1.0
1.0,49000.0,10.799575577092764,49000.0,軸封新品,XXS0625ANH00002,UMC 8AB,SEMI,國內終端,1.0
1.0,90841.95,11.416876462303495,364121.05,軸封新品,AXS0040WNR00001(102308070_000_00),AMAT,DISPLAY,國內設備商,1.0
1.0,83761.4,11.335727559826893,364121.05,軸封新品,AXS0040CNR00001(102308121_000_00),AMAT,DISPLAY,國內設備商,1.0
1.0,104099.15,11.55309908934398,364121.05,伺服馬達組,Sevo Motor/102316968,AMAT,DISPLAY,國內設備商,1.0
1.0,85418.55,11.355318569304062,364121.05,軸封新品,AXS0040WNR00003(102316976_000_00),AMAT,DISPLAY,國內設備商,1.0
1.0,35500.0,10.477287975463508,35500.0,軸封新品,BCH1500CNN00001,漢辰,SEMI,國內設備商,1.0
1.0,8000.0,8.987196820661973,8000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
1.0,25000.0,10.126631103850338,25000.0,軸封新品,AFM0010WNN00001,承德,OTHERS,國內終端,1.0
1.0,99000.0,11.502875129116727,99000.0,軸封新品,XXS0035WNR00001,漢磊二廠,SEMI,國內終端,1.0
4.0,41000.0,10.621327345686446,164000.0,軸封新品,AXH0040CNN00001,準鑫,OTHERS,國內設備商,0.0
1.0,8000.0,8.987196820661973,8000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
1.0,10000.0,9.210340371976184,10000.0,軸封新品,BBS0375CNR00001,亮傑,SEMI,國內設備商,1.0
2.0,57000.0,10.950806546816688,114000.0,軸封新品,XXS0030CNR00003,AUOL6A,DISPLAY,國內終端,1.0
40.0,20517.324800000002,9.92902492041538,820692.992,軸封新品,BCM2000CNR00002,KJLC,OTHERS,國外代理商,1.0
1.0,49000.0,10.799575577092764,98000.0,軸封新品,BXS0625ANH00003,UMC 8C,SEMI,國內終端,1.0
1.0,49000.0,10.799575577092764,98000.0,軸封新品,BXS0625ANH00004,UMC 8C,SEMI,國內終端,1.0
7.0,270000.0,12.506177237980511,1890000.0,軸封新品,BXX4167CNR00001,漢辰,SEMI,國內設備商,1.0
1.0,43537.85,10.681385953688743,43537.85,軸封組/102106580_000_07,軸封+零件,AMAT,DISPLAY,國內設備商,1.0
1.0,9028.5,9.108141519655936,9028.5,軸封新品,BBS0250CNR00011,KJLC,OTHERS,國外代理商,1.0
1.0,8000.0,8.987196820661973,8000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
8.0,60000.0,11.002099841204238,670000.0,軸封新品,XXS0030WMR00001,凌巨,DISPLAY,國內終端,1.0
2.0,95000.0,11.461632170582678,670000.0,軸封新品,XXS0030WNR00001,凌巨,DISPLAY,國內終端,1.0
5.0,8000.0,8.987196820661973,40000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
1.0,270000.0,12.506177237980511,270000.0,軸封新品,BXX4167CNR00001,漢辰,SEMI,國內設備商,1.0
2.0,8000.0,8.987196820661973,16000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
2.0,16000.0,9.680344001221918,32000.0,軸封新品,AFS0020CNR10,普鍍,OTHERS,國內終端,1.0
3.0,9500.0,9.159047077588632,28500.0,軸封新品,BBS0375CNR00001,亮傑,SEMI,國內設備商,1.0
10.0,17545.0275,9.772525855414207,175450.275,軸封新品,BCM1000CNR00002,KJLC,OTHERS,國外代理商,1.0
2.0,56156.1,10.93589059184387,112312.2,軸封組,軸封+零件/102104669_000_09,AMAT,DISPLAY,國內設備商,1.0
1.0,9309.300000000001,9.138769179474432,9309.300000000001,滾輪,(1.4108)102104718_000_05(3402),AMAT,DISPLAY,國內設備商,0.0
1.0,43624.55,10.68337534426528,43624.55,軸封組,軸封+零件/102106580_000_07,AMAT,DISPLAY,國內設備商,1.0
2.0,7098.476000000001,8.867635392101928,14196.952000000001,軸封,BGS0250CNR00003,KJLC,OTHERS,國外代理商,1.0
4.0,79500.0,11.283512300642423,318000.0,軸封新品,BXX1000CMN00001,奈司特,SEMI,國內代理商,1.0
2.0,16500.0,9.711115659888671,33000.0,軸封新品,AKS0006CNR00001,日揚,SEMI,國內代理商,1.0
3.0,8000.0,8.987196820661973,24000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
5.0,270000.0,12.506177237980511,1350000.0,軸封新品,BXX4167CNR00001,漢辰,SEMI,國內設備商,1.0
4.0,21000.0,9.95227771670556,84000.0,軸封新品,AXS0018CNR00001,AUOL7A,DISPLAY,國內終端,1.0
2.0,60000.0,11.002099841204238,120000.0,軸封新品,AFM0040WNR00001,漢民,SEMI,國內設備商,1.0
2.0,8000.0,8.987196820661973,16000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
2.0,50000.0,10.819778284410283,100000.0,軸封新品,XXS0020WMR00001,新唐,SEMI,國內終端,1.0
1.0,61000.0,11.018629143155449,122000.0,軸封新品,BXS0625AMH00005/E19284870,UMC 8S,SEMI,國內終端,1.0
1.0,61000.0,11.018629143155449,122000.0,軸封新品,BXS0625AMH00006/E19284880,UMC 8S,SEMI,國內終端,1.0
1.0,66770.0,11.109009156851915,66770.0,軸封組,軸封+零件/102297800_000_00,AMAT,DISPLAY,國內設備商,1.0
1.0,49000.0,10.799575577092764,98000.0,軸封新品,XXS0625ANH00002,聯穎光電,LED,國內終端,1.0
1.0,49000.0,10.799575577092764,98000.0,軸封新品,XXS0625ANH00001,聯穎光電,LED,國內終端,1.0
2.0,10800.0,9.287301413112312,21600.0,軸封新品,BBS0375CNR00001,加高,OTHERS,國內終端,1.0
1.0,50000.0,10.819778284410283,50000.0,軸封新品,XXS0020WMR00001,新唐,SEMI,國內終端,1.0
1.0,225000.0,12.323855681186558,225000.0,軸封新品,BXS3156ABX00002/52-117600D,新唐,SEMI,國內終端,1.0
1.0,48000.0,10.778956289890028,48000.0,軸封新品,AXS0016CNR00002,漢民,SEMI,國內設備商,1.0
1.0,60000.0,11.002099841204238,60000.0,軸封新品,AFM0040WNR00001,漢民,SEMI,國內設備商,1.0
3.0,30000.0,10.308952660644293,148000.0,軸封新品,AFM0020WNH00001,承鋐儀器,OTHERS,國內設備商,1.0
1.0,35000.0,10.46310334047155,148000.0,軸封新品,AXM0025WNH00001,承鋐儀器,OTHERS,國內設備商,1.0
1.0,23000.0,10.043249494911286,148000.0,軸封新品,AXM0012WNH00001,承鋐儀器,OTHERS,國內設備商,1.0
3.0,9500.0,9.159047077588632,28500.0,軸封新品,BBS0375CNR00001,亮傑,SEMI,國內設備商,1.0
2.0,56632.95,10.944346250281543,113265.9,軸封組,軸封+零件/102104669_000_09,AMAT,DISPLAY,國內設備商,1.0
2.0,35500.0,10.477287975463508,71000.0,軸封新品,BCH1500CNN00001,漢辰,SEMI,國內設備商,1.0
10.0,7626.17405,8.93934156339336,89891.0738,軸封新品,BBS0250CNR00003,KJLC,OTHERS,國外代理商,1.0
2.0,6814.666649999999,8.826832428774354,89891.0738,軸封新品,BGS0375CNR00007,KJLC,OTHERS,國外代理商,1.0
5.0,270000.0,12.506177237980511,1350000.0,軸封新品,BXX4167CNR00001,漢辰,SEMI,國內設備商,1.0
10.0,7077.4088,8.864663130996991,70774.088,軸封,BGS0250CNR00003,KJLC,OTHERS,國外代理商,1.0
1.0,35000.0,10.46310334047155,83000.0,軸封新品,AFS0012WMN00001,漢民,SEMI,國內設備商,1.0
1.0,48000.0,10.778956289890028,83000.0,軸封新品,AXS0016CNR00002,漢民,SEMI,國內設備商,1.0
10.0,7612.301399999999,8.937520823007887,110134.365,軸封新品,BBS0250CNR00003,KJLC,OTHERS,國外代理商,1.0
5.0,6802.2702,8.825011688388882,110134.365,軸封新品,BGS0375CNR00007,KJLC,OTHERS,國外代理商,1.0
40.0,9054.0,9.110961927995904,362160.0,軸封新品,AFS0015CNF00004,聚訊實業,PV,國外代理商,1.0
1.0,52000.0,10.858998997563564,52000.0,軸封新品,XXS0030WMR00004,INX-T1,DISPLAY,國內終端,1.0
1.0,12063.2478,9.397918737508089,12063.2478,軸封新品,BNS0750CNR00001,KJLC,OTHERS,國外代理商,1.0
1.0,35500.0,10.477287975463508,35500.0,軸封新品,BCH1500CNR00001,漢辰,SEMI,國內設備商,1.0
2.0,16250.0,9.695848187757884,32500.0,軸封新品,AGS0006CNR00002,日揚,SEMI,國內代理商,1.0
2.0,50000.0,10.819778284410283,150000.0,軸封新品,XXS0020WMR00001,新唐,SEMI,國內終端,1.0
1.0,50000.0,10.819778284410283,150000.0,軸封新品,XXS0020WMR00001,新唐,SEMI,國內終端,1.0
1.0,49000.0,10.799575577092764,98000.0,軸封新品,BXS0625ANH00003,UMC 8C,SEMI,國內終端,1.0
1.0,49000.0,10.799575577092764,98000.0,軸封新品,BXS0625ANH00004,UMC 8C,SEMI,國內終端,1.0
2.0,10800.0,9.287301413112312,21600.0,軸封新品,BBS0375CNR00001,加高,OTHERS,國內終端,1.0
1.0,32000.0,10.373491181781864,32000.0,軸封新品,XBS0010CNR00003,聚昌,LED,國內設備商,1.0
1.0,38000.0,10.545341438708522,38000.0,軸封新品,AFS0012WMN00003,漢民,SEMI,國內設備商,1.0
1.0,298000.0,12.604848765487542,298000.0,軸封新品,XXS0105WNH00001/52-121187,新唐,SEMI,國內終端,1.0
1.0,32000.0,10.373491181781864,32000.0,軸封新品,XBS0010CNR00003,聚昌,LED,國內設備商,1.0
25.0,7085.6016,8.865820060305442,177140.04,軸封,BGS0250CNR00003,KJLC,OTHERS,國外代理商,1.0
1.0,290000.0,12.577636201962656,290000.0,軸封新品,AXR0076WMR00001,歐文國際,LED,國內代理商,1.0
1.0,40000.0,10.596634733096073,217500.0,軸封新品,AFS0012CNR00004,漢民,SEMI,國內設備商,1.0
1.0,30000.0,10.308952660644293,217500.0,軸封新品,AXM0012CNR00001,漢民,SEMI,國內設備商,1.0
1.0,48000.0,10.778956289890028,217500.0,軸封新品,AXS0016CNR00002,漢民,SEMI,國內設備商,1.0
1.0,39500.0,10.584055950889214,217500.0,軸封新品,ANS0012WNN00001,漢民,SEMI,國內設備商,1.0
1.0,60000.0,11.002099841204238,217500.0,軸封新品,AFM0040WNR00001,漢民,SEMI,國內設備商,1.0
6.0,270000.0,12.506177237980511,1620000.0,軸封新品,BXX4167CNR00001,漢辰,SEMI,國內設備商,1.0
80.0,20612.659200000002,9.933660690306798,1684383.2310000001,軸封新品,BCM2000CNR00002,KJLC,OTHERS,國外代理商,1.0
2.0,17685.2475,9.780486096452595,1684383.2310000001,軸封新品,BCM1000CNR00002,KJLC,OTHERS,國外代理商,1.0
1.0,8000.0,8.987196820661973,8000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
20.0,7085.6016,8.865820060305442,141712.032,軸封,BGS0250CNR00003,KJLC,OTHERS,國外代理商,1.0
9.0,19000.0,9.852194258148577,291000.0,軸封新品,AFS0012WNR00003,鋆?,DISPLAY,國內設備商,1.0
5.0,24000.0,10.085809109330082,291000.0,軸封新品,AFM0020CNR10,鋆?,DISPLAY,國內設備商,1.0
1.0,17650.1925,9.778501968817547,17650.1925,軸封新品,BCM1000CNR00002,KJLC,OTHERS,國外代理商,1.0
1.0,56492.700000000004,10.941866705247213,100146.15000000001,軸封組,軸封+零件/102104669_000_09,AMAT,DISPLAY,國內設備商,1.0
1.0,43653.450000000004,10.684037595945114,100146.15000000001,軸封組,軸封+零件/102106580_000_07,AMAT,DISPLAY,國內設備商,1.0
20.0,7071.5568,8.863835932670394,141431.13600000003,軸封,BGS0250CNR00003,KJLC,OTHERS,國外代理商,1.0
2.0,10800.0,9.287301413112312,21600.0,軸封新品,BBS0375CNR00001,加高,OTHERS,國內終端,1.0
2.0,8000.0,8.987196820661973,16000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
1.0,25383.63235,10.14185984962521,25383.63235,軸封新品,BFM1500CNR00001,KJLC,OTHERS,國外代理商,1.0
2.0,8000.0,8.987196820661973,16000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
2.0,18069.0,9.801953041711831,36138.0,軸封新品,BNS0750WNR00002,KJLC,OTHERS,國外代理商,1.0
2.0,55161.26,10.918016174285944,111014.82,軸封組,軸封+零件/102104669_000_09,AMAT,DISPLAY,國內設備商,1.0
1.0,692.3000000000001,6.54001938768398,111014.82,模組-正時皮帶 W.Flender,(PU)990-T10-16 FLEX/102143541,AMAT,DISPLAY,國內設備商,1.0
1.0,64263.5,11.070747097417556,64263.5,軸封組,軸封+零件/102238311_000_03,AMAT,DISPLAY,國內設備商,1.0
3.0,17585.925,9.774854145173798,52757.775,軸封新品,BCM1000CNR00002,KJLC,OTHERS,國外代理商,1.0
3.0,7352.226,8.902758403497772,211835.673,軸封新品,BBS0250CNR00009,KJLC,OTHERS,國外代理商,1.0
3.0,10036.845,9.214018100833146,211835.673,軸封新品,BBS0375CNR00009,KJLC,OTHERS,國外代理商,1.0
4.0,7751.954000000001,8.955700219600468,211835.673,軸封新品,BBS0250CNR00008,KJLC,OTHERS,國外代理商,1.0
4.0,8102.619000000001,8.999942621732906,211835.673,軸封新品,BGS0250CNR00006,KJLC,OTHERS,國外代理商,1.0
8.0,12031.271,9.395264455923217,211835.673,軸封新品,BNS0750WNR00002,KJLC,OTHERS,國外代理商,1.0
1.0,90269.1,11.410550488152769,177574.14,軸封新品,AXS0040WNR00001(102308070_000_00),AMAT,DISPLAY,國內設備商,1.0
1.0,1047.9,6.954543440480896,177574.14,齒型皮帶 Optibelt,OMEGA 1870 5M HP 15/102310166,AMAT,DISPLAY,國內設備商,1.0
2.0,688.62,6.534689594920632,177574.14,齒型皮帶 Optibelt,OMEGA  740 5M HP 15/102317452,AMAT,DISPLAY,國內設備商,1.0
1.0,84879.90000000001,11.348992595153335,177574.14,軸封新品,AXS0040WNR00003(102316976_000_00),AMAT,DISPLAY,國內設備商,1.0
1.0,83233.2,11.329401585676164,83233.2,軸封新品,AXS0040CNR00001(102308121_000_00),AMAT,DISPLAY,國內設備商,1.0
2.0,16266.7014,9.69687543841675,32533.4028,軸封新品,BFM0750CNR00001,KJLC,OTHERS,國外代理商,1.0
2.0,8000.0,8.987196820661973,16000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
1.0,6000.0,8.699514748210191,6000.0,軸封新品,AFS0010CNR10,凌嘉,DISPLAY,國內設備商,1.0
2.0,10610.161399999999,9.269567443556417,56199.3703,軸封新品,BCM1500CNR00001,KJLC,OTHERS,國外代理商,1.0
2.0,17489.52375,9.769357337796283,56199.3703,軸封新品,BCM1000CNR00002,KJLC,OTHERS,國外代理商,1.0
30.0,20381.1328,9.922364889137778,611433.9839999999,軸封新品,BCM2000CNR00002,KJLC,OTHERS,國外代理商,1.0
2.0,13019.55,9.474207352953291,26039.1,軸封新品,AFS0020CNR00,海拓,OTHERS,國外設備商,1.0
1.0,35500.0,10.477287975463508,35500.0,軸封新品,BCH1500CNN00001,漢辰,SEMI,國內設備商,1.0
2.0,8000.0,8.987196820661973,16000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
1.0,10000.0,9.210340371976184,10000.0,軸封新品(日揚),AFS0020CNR10/1000FF011004,日揚,SEMI,國內代理商,1.0
2.0,17486.6025,9.769190295283575,34973.205,軸封新品,BCM1000CNR00002,KJLC,OTHERS,國外代理商,1.0
2.0,17000.0,9.740968623038354,34000.0,軸封新品,AFS0020CNR10,漢民,SEMI,國內設備商,1.0
2.0,79500.0,11.283512300642423,159000.0,軸封新品,BXX1000CMN00001,奈司特,SEMI,國內代理商,1.0
5.0,7544.199299999999,8.92853424231004,37720.9965,軸封新品,BBS0250CNR00003,KJLC,OTHERS,國外代理商,1.0
1.0,8000.0,8.987196820661973,8000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
2.0,8000.0,8.987196820661973,16000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
1.0,40000.0,10.596634733096073,40000.0,軸封新品,AFS0012CNR00004/102-000532_01B,漢民,SEMI,國內設備商,1.0
2.0,9663.921,9.17615474547231,54277.677,軸封新品,BBS0375CNR00007,KJLC,OTHERS,國外代理商,1.0
2.0,17474.9175,9.768521846060825,54277.677,軸封新品,BCM1000CNR00002,KJLC,OTHERS,國外代理商,1.0
20.0,7544.199299999999,8.92853424231004,150883.986,軸封新品,BBS0250CNR00003,KJLC,OTHERS,國外代理商,1.0
2.0,21000.0,9.95227771670556,42000.0,軸封新品,AFM0020CNR10,亮傑,SEMI,國內設備商,1.0
1.0,60000.0,11.002099841204238,60000.0,軸封新品,AFM0040WNR00001,漢民,SEMI,國內設備商,1.0
4.0,14430.5,9.577099301202267,61256.0,軸封新品,AFS0020CNR00,CEAC,INDUSTRIAL,國外代理商,1.0
3.0,9515.295,9.160655782928048,28545.885,軸封新品,BBS0375CNR00007,KJLC,OTHERS,國外代理商,1.0
4.0,270000.0,12.506177237980511,1080000.0,軸封新品,BXX4167CNR00001,漢辰,SEMI,國內設備商,1.0
1.0,3980000.0,15.196792377260621,3980000.0,軸封新品,AXR0100WXZ00001,南亞塑膠,DISPLAY,國內終端,1.0
1.0,16216.75,9.693799937678984,16216.75,軸封新品,BBS0375CNR00001,和艦,SEMI,國外終端,1.0
3.0,30664.399999999998,10.330857651587886,91993.2,軸封新品,BFM1000CNR00001,KJLC,OTHERS,國外代理商,1.0
6.0,9526.603500000001,9.16184353228292,378679.68805,軸封新品,BBS0375CNR00007,KJLC,OTHERS,國外代理商,1.0
